DB_DATETIME	GC_ACOUSTIC_SED_ID	SITE_NUMBER	TEMP_2MHZ	TEMP_1MHZ	TEMP_600KHZ	ALPHA_SUBSCRIPT_S_2MHZ	ALPHA_SUBSCRIPT_S_1MHZ	ALPHA_SUBSCRIPT_S_600KHZ	SILT_CLAY_CONC_VALUE	SILT_CLAY_CONC_ERROR	SILT_CLAY_CONC_INSTRUMENT	SAND_CONC_VALUE	SAND_CONC_ERROR	SAND_CONC_INSTRUMENT	SAND_D50_VALUE	SAND_D50_ERROR	SAND_D50_INSTRUMENT
2002-08-26T15:00:00	3956478	Colorado River near Grand Canyon AZ (09402500)	-999.0	13.3	-999.0	-999.00000	0.03057	-999.00000		-0.999E+03	-999	0.340E+02	-0.999E+03	2		-999.0000	-999
2002-08-26T15:15:00	3956481	Colorado River near Grand Canyon AZ (09402500)	-999.0	13.3	-999.0	-999.00000	0.01112	-999.00000		-0.999E+03	-999	0.295E+02	-0.999E+03	2		-999.0000	-999
2002-08-26T15:30:00	3956484	Colorado River near Grand Canyon AZ (09402500)	-999.0	13.3	-999.0	-999.00000	0.03057	-999.00000		-0.999E+03	-999	0.332E+02	-0.999E+03	2		-999.0000	-999
2002-08-26T15:45:00	3956486	Colorado River near Grand Canyon AZ (09402500)	-999.0	13.4	-999.0	-999.00000	0.03172	-999.00000		-0.999E+03	-999	0.292E+02	-0.999E+03	2		-999.0000	-999
2002-08-26T16:00:00	3956489	Colorado River near Grand Canyon AZ (09402500)	-999.0	13.4	-999.0	-999.00000	0.03173	-999.00000		-0.999E+03	-999	0.271E+02	-0.999E+03	2		-999.0000	-999
2002-08-26T16:15:00	3956492	Colorado River near Grand Canyon AZ (09402500)	-999.0	13.4	-999.0	-999.00000	0.07064	-999.00000	0.612E+02	-0.999E+03	2	0.319E+02	-0.999E+03	2		-999.0000	-999
2002-08-26T16:30:00	3956497	Colorado River near Grand Canyon AZ (09402500)	-999.0	13.4	-999.0	-999.00000	0.09018	-999.00000	0.953E+02	-0.999E+03	2	0.341E+02	-0.999E+03	2		-999.0000	-999
2002-08-26T16:45:00	3956500	Colorado River near Grand Canyon AZ (09402500)	-999.0	13.4	-999.0	-999.00000	0.07070	-999.00000	0.613E+02	-0.999E+03	2	0.281E+02	-0.999E+03	2		-999.0000	-999
2002-08-26T17:00:00	3956503	Colorado River near Grand Canyon AZ (09402500)	-999.0	13.4	-999.0	-999.00000	0.07083	-999.00000	0.616E+02	-0.999E+03	2	0.241E+02	-0.999E+03	2		-999.0000	-999
2002-08-26T17:15:00	3956506	Colorado River near Grand Canyon AZ (09402500)	-999.0	13.4	-999.0	-999.00000	0.10967	-999.00000	0.129E+03	-0.999E+03	2	0.284E+02	-0.999E+03	2		-999.0000	-999
2002-08-26T17:30:00	3956508	Colorado River near Grand Canyon AZ (09402500)	-999.0	13.4	-999.0	-999.00000	0.10967	-999.00000	0.129E+03	-0.999E+03	2	0.263E+02	-0.999E+03	2		-999.0000	-999
2002-08-26T17:45:00	3956512	Colorado River near Grand Canyon AZ (09402500)	-999.0	13.4	-999.0	-999.00000	0.14858	-999.00000	0.196E+03	-0.999E+03	2	0.294E+02	-0.999E+03	2		-999.0000	-999
2002-08-26T18:00:00	3956514	Colorado River near Grand Canyon AZ (09402500)	-999.0	13.4	-999.0	-999.00000	0.12916	-999.00000	0.163E+03	-0.999E+03	2	0.242E+02	-0.999E+03	2		-999.0000	-999
2002-08-26T18:15:00	3956518	Colorado River near Grand Canyon AZ (09402500)	-999.0	13.4	-999.0	-999.00000	0.16806	-999.00000	0.229E+03	-0.999E+03	2	0.292E+02	-0.999E+03	2		-999.0000	-999
2002-08-26T18:30:00	3956519	Colorado River near Grand Canyon AZ (09402500)	-999.0	13.4	-999.0	-999.00000	0.12909	-999.00000	0.163E+03	-0.999E+03	2	0.213E+02	-0.999E+03	2		-999.0000	-999
2002-08-26T18:45:00	3956524	Colorado River near Grand Canyon AZ (09402500)	-999.0	13.4	-999.0	-999.00000	0.10976	-999.00000	0.129E+03	-0.999E+03	2	0.185E+02	-0.999E+03	2		-999.0000	-999
2002-08-26T19:00:00	3956527	Colorado River near Grand Canyon AZ (09402500)	-999.0	13.4	-999.0	-999.00000	0.14852	-999.00000	0.196E+03	-0.999E+03	2	0.222E+02	-0.999E+03	2		-999.0000	-999
2002-08-26T19:15:00	3956530	Colorado River near Grand Canyon AZ (09402500)	-999.0	13.4	-999.0	-999.00000	0.12919	-999.00000	0.163E+03	-0.999E+03	2	0.198E+02	-0.999E+03	2		-999.0000	-999
2002-08-26T19:30:00	3956532	Colorado River near Grand Canyon AZ (09402500)	-999.0	13.4	-999.0	-999.00000	0.14864	-999.00000	0.196E+03	-0.999E+03	2	0.206E+02	-0.999E+03	2		-999.0000	-999
2002-08-26T19:45:00	3956535	Colorado River near Grand Canyon AZ (09402500)	-999.0	13.4	-999.0	-999.00000	0.12919	-999.00000	0.163E+03	-0.999E+03	2	0.183E+02	-0.999E+03	2		-999.0000	-999
2002-08-26T20:00:00	3956537	Colorado River near Grand Canyon AZ (09402500)	-999.0	13.4	-999.0	-999.00000	0.14852	-999.00000	0.196E+03	-0.999E+03	2	0.206E+02	-0.999E+03	2		-999.0000	-999
2002-08-26T20:15:00	3956541	Colorado River near Grand Canyon AZ (09402500)	-999.0	13.4	-999.0	-999.00000	0.10976	-999.00000	0.129E+03	-0.999E+03	2	0.175E+02	-0.999E+03	2		-999.0000	-999
2002-08-26T20:30:00	3956543	Colorado River near Grand Canyon AZ (09402500)	-999.0	13.4	-999.0	-999.00000	0.12909	-999.00000	0.163E+03	-0.999E+03	2	0.179E+02	-0.999E+03	2		-999.0000	-999
2002-08-26T20:45:00	3956546	Colorado River near Grand Canyon AZ (09402500)	-999.0	13.4	-999.0	-999.00000	0.12916	-999.00000	0.163E+03	-0.999E+03	2	0.188E+02	-0.999E+03	2		-999.0000	-999
2002-08-26T21:00:00	3956549	Colorado River near Grand Canyon AZ (09402500)	-999.0	13.4	-999.0	-999.00000	0.10967	-999.00000	0.129E+03	-0.999E+03	2	0.167E+02	-0.999E+03	2		-999.0000	-999
2002-08-26T21:15:00	3956553	Colorado River near Grand Canyon AZ (09402500)	-999.0	13.4	-999.0	-999.00000	0.12909	-999.00000	0.163E+03	-0.999E+03	2	0.188E+02	-0.999E+03	2		-999.0000	-999
2002-08-26T21:30:00	3956556	Colorado River near Grand Canyon AZ (09402500)	-999.0	13.4	-999.0	-999.00000	0.09031	-999.00000	0.955E+02	-0.999E+03	2	0.148E+02	-0.999E+03	2		-999.0000	-999
2002-08-26T21:45:00	3956559	Colorado River near Grand Canyon AZ (09402500)	-999.0	13.4	-999.0	-999.00000	0.12897	-999.00000	0.162E+03	-0.999E+03	2	0.188E+02	-0.999E+03	2		-999.0000	-999
2002-08-26T22:00:00	3956561	Colorado River near Grand Canyon AZ (09402500)	-999.0	13.3	-999.0	-999.00000	0.08915	-999.00000	0.935E+02	-0.999E+03	2	0.148E+02	-0.999E+03	2		-999.0000	-999
2002-08-26T22:15:00	3956564	Colorado River near Grand Canyon AZ (09402500)	-999.0	13.3	-999.0	-999.00000	0.08903	-999.00000	0.933E+02	-0.999E+03	2	0.160E+02	-0.999E+03	2		-999.0000	-999
2002-08-26T22:30:00	3956567	Colorado River near Grand Canyon AZ (09402500)	-999.0	13.3	-999.0	-999.00000	0.10851	-999.00000	0.127E+03	-0.999E+03	2	0.167E+02	-0.999E+03	2		-999.0000	-999
2002-08-26T22:45:00	3956571	Colorado River near Grand Canyon AZ (09402500)	-999.0	13.3	-999.0	-999.00000	0.08903	-999.00000	0.933E+02	-0.999E+03	2	0.148E+02	-0.999E+03	2		-999.0000	-999
2002-08-26T23:00:00	3956575	Colorado River near Grand Canyon AZ (09402500)	-999.0	13.3	-999.0	-999.00000	0.08903	-999.00000	0.933E+02	-0.999E+03	2	0.148E+02	-0.999E+03	2		-999.0000	-999
2002-08-26T23:15:00	3956576	Colorado River near Grand Canyon AZ (09402500)	-999.0	13.3	-999.0	-999.00000	0.08911	-999.00000	0.935E+02	-0.999E+03	2	0.148E+02	-0.999E+03	2		-999.0000	-999
2002-08-26T23:30:00	3956581	Colorado River near Grand Canyon AZ (09402500)	-999.0	13.2	-999.0	-999.00000	0.10729	-999.00000	0.125E+03	-0.999E+03	2	0.167E+02	-0.999E+03	2		-999.0000	-999
2002-08-26T23:45:00	3956582	Colorado River near Grand Canyon AZ (09402500)	-999.0	13.2	-999.0	-999.00000	0.06844	-999.00000	0.574E+02	-0.999E+03	2	0.132E+02	-0.999E+03	2		-999.0000	-999
2002-08-27T00:00:00	3956585	Colorado River near Grand Canyon AZ (09402500)	-999.0	13.2	-999.0	-999.00000	0.10735	-999.00000	0.125E+03	-0.999E+03	2	0.159E+02	-0.999E+03	2		-999.0000	-999
